time, GYRO_X, GYRO_Y, GYRO_Z, ACCEL_X, ACCEL_Y, ACCEL_Z, GYRO_ROT_X, GYRO_ROT_Y, MOUSE_X, MOUSE_Y, Laser_Distance, Speed_L, Speed_R
1665052207.3001845,0.020751953125,0.015625,0.925537109375,0.42748091603053434,-1.5190839694656488,0.5190839694656488,0.9669376063386904,-1.2842605858370781,0,0,-1,0,0
1665052207.374498,0.01904296875,0.016357421875,0.928466796875,0.46564885496183206,-1.3435114503816794,0.5954198473282443,1.0091015543122708,-1.174796526956125,0,0,-1,0,0
1665052207.474256,0.00927734375,0.0205078125,0.925537109375,0.31297709923664124,-1.5190839694656488,0.4961832061068702,1.269273651964128,-0.5741578691174436,0,0,-1,0,0
1665052207.5747871,0.02001953125,0.017333984375,0.929443359375,0.29770992366412213,-1.6106870229007633,0.6106870229007634,1.0681864474905132,-1.2337039868618598,0,0,-1,0,0
1665052207.6782649,0.018798828125,0.0205078125,0.932373046875,0.42748091603053434,-1.5648854961832062,0.5725190839694656,1.2597779722662044,-1.1547816107314266,0,0,-1,0,0
1665052207.7776225,0.018310546875,0.0146484375,0.934814453125,0.3053435114503817,-1.381679389312977,0.5190839694656488,0.8975728175758837,-1.121991839501475,0,0,-1,0,0
1665052207.8777153,0.02294921875,0.022216796875,0.9287109375,0.4351145038167939,-1.366412213740458,0.5725190839694656,1.3699609490908475,-1.4151335360949078,0,0,-1,0,0
1665052207.9776921,0.018310546875,0.02783203125,0.92724609375,0.37404580152671757,-1.4274809160305344,0.3969465648854962,1.7189274169824496,-1.1307770716825964,0,0,-1,0,0
1665052208.0778673,0.02294921875,0.0234375,0.923095703125,0.48091603053435117,-1.5190839694656488,0.5877862595419847,1.4539844967083133,-1.4236868508983305,0,0,-1,0,0
1665052208.1777446,0.01806640625,0.0283203125,0.931396484375,0.3435114503816794,-1.5954198473282444,0.5038167938931297,1.741288196483172,-1.1107203591397057,0,0,-1,0,0
1665052208.2777283,0.01708984375,0.018310546875,0.929931640625,0.3511450381679389,-1.3587786259541985,0.5343511450381679,1.1278296299937551,-1.0526322251760902,0,0,-1,0,0
