time, GYRO_X, GYRO_Y, GYRO_Z, ACCEL_X, ACCEL_Y, ACCEL_Z, GYRO_ROT_X, GYRO_ROT_Y, MOUSE_X, MOUSE_Y, Laser_Distance, Speed_L, Speed_R
1665052660.1989408,0.00390625,0.00439453125,0.926025390625,0.42748091603053434,-1.534351145038168,0.33587786259541985,0.27189747270337267,-0.2416864520177185,0,0,-1,0,0
1665052660.2124603,0.00537109375,0.005615234375,0.927490234375,0.2824427480916031,-1.4580152671755726,0.48091603053435117,0.34687147488081915,-0.3317899339960576,0,0,-1,0,0
1665052660.3125575,0.00048828125,0.00732421875,0.925048828125,0.29770992366412213,-1.5267175572519085,0.33587786259541985,0.4536387513829541,-0.030242268863094994,0,0,-1,0,0
1665052660.4126868,0.007080078125,0.010009765625,0.932861328125,0.3893129770992366,-1.465648854961832,0.40458015267175573,0.6147524632847976,-0.4348207439889369,0,0,-1,0,0
1665052660.5126662,0.015380859375,0.009521484375,0.921875,0.40458015267175573,-1.4427480916030535,0.35877862595419846,0.5916697662425604,-0.9558015811333888,0,0,-1,0,0
1665052660.6127067,-0.010986328125,0.006103515625,0.9345703125,0.3435114503816794,-1.5801526717557253,0.3969465648854962,0.374157566826743,0.6734943432233984,0,0,-1,0,0
1665052660.7129142,0.00048828125,0.008544921875,0.931640625,0.3816793893129771,-1.3511450381679388,0.5038167938931297,0.5254967970949465,-0.030027968788054554,0,0,-1,0,0
1665052660.8126936,0.00439453125,0.0087890625,0.931640625,0.2900763358778626,-1.450381679389313,0.44274809160305345,0.540504174435969,-0.2702490809040807,0,0,-1,0,0
1665052660.9128518,-0.012451171875,0.00537109375,0.928466796875,0.3435114503816794,-1.4122137404580153,0.4961832061068702,0.33141723966859343,0.7683041599477267,0,0,-1,0,0
1665052661.0131807,0.013916015625,0.006591796875,0.93212890625,0.4580152671755725,-1.3511450381679388,0.46564885496183206,0.4051304080830955,-0.8552999444710109,0,0,-1,0,0
1665052661.115925,-0.014404296875,0.007080078125,0.923095703125,0.3435114503816794,-1.4580152671755726,0.33587786259541985,0.4393924306615889,0.8939638331099197,0,0,-1,0,0
1665052661.2126925,0.00048828125,0.014404296875,0.93212890625,0.3893129770992366,-1.3893129770992367,0.5343511450381679,0.885327785112469,-0.03000991850025974,0,0,-1,0,0
1665052661.3130178,0.013671875,0.006591796875,0.928955078125,0.33587786259541985,-1.450381679389313,0.4580152671755725,0.4065157889089472,-0.8431672172383596,0,0,-1,0,0
1665052661.4127755,-0.00390625,0.004638671875,0.93408203125,0.26717557251908397,-1.4885496183206106,0.366412213740458,0.2845272721324462,0.23960162693938666,0,0,-1,0,0
1665052661.5127213,-0.001220703125,0.002685546875,0.927001953125,0.31297709923664124,-1.3587786259541985,0.45038167938931295,0.1659866381431534,0.07544838815226465,0,0,-1,0,0
1665052661.6129012,-0.004638671875,0.008544921875,0.926513671875,0.3816793893129771,-1.251908396946565,0.5190839694656488,0.5283979706799589,0.286841744826379,0,0,-1,0,0
1665052661.7129924,0.002685546875,0.010498046875,0.938232421875,0.29770992366412213,-1.5190839694656488,0.2824427480916031,0.641063132501055,-0.1639896966746428,0,0,-1,0,0
1665052661.8128507,-0.001220703125,0.00732421875,0.92919921875,0.32061068702290074,-1.4885496183206106,0.5267175572519084,0.45161227151730665,0.07526795419044598,0,0,-1,0,0
1665052661.9129891,0.00390625,0.01171875,0.931884765625,0.3893129770992366,-1.4427480916030535,0.46564885496183206,0.7204685097796818,-0.2401505442505392,0,0,-1,0,0
1665052662.0129583,0.008544921875,0.011962890625,0.92822265625,0.3969465648854962,-1.5725190839694656,0.4732824427480916,0.73835319256046,-0.5273879877079388,0,0,-1,0,0
1665052662.1129892,0.001953125,0.006591796875,0.92626953125,0.37404580152671757,-1.5648854961832062,0.3893129770992366,0.40773761024684335,-0.12081021359916432,0,0,-1,0,0
1665052662.2129292,-0.00244140625,0.005126953125,0.927001953125,0.366412213740458,-1.5190839694656488,0.2595419847328244,0.31688041327292976,0.15089484007009676,0,0,-1,0,0
1665052662.314204,0.00048828125,0.0087890625,0.923583984375,0.366412213740458,-1.5267175572519085,0.45038167938931295,0.545224825201929,-0.030289812330658743,0,0,-1,0,0
1665052662.412994,0.00244140625,0.00439453125,0.929443359375,0.366412213740458,-1.4274809160305344,0.4198473282442748,0.2708990775745265,-0.1504990998756568,0,0,-1,0,0
1665052662.5129077,-0.00048828125,0.00244140625,0.931640625,0.31297709923664124,-1.4809160305343512,0.45038167938931295,0.15014580841049363,0.03002912868739327,0,0,-1,0,0
1665052662.6130095,0.00146484375,0.0078125,0.92626953125,0.35877862595419846,-1.5648854961832062,0.42748091603053434,0.4832417440737693,-0.09060679055031867,0,0,-1,0,0
1665052662.7131286,-0.002197265625,0.00390625,0.928955078125,0.26717557251908397,-1.4809160305343512,0.5725190839694656,0.2409262824430363,0.13552076086497006,0,0,-1,0,0
1665052662.8131042,-0.001220703125,0.003173828125,0.93310546875,0.42748091603053434,-1.6030534351145038,0.5954198473282443,0.1948826854761141,0.07495475588172516,0,0,-1,0,0
1665052662.9130747,0.001708984375,0.004150390625,0.927734375,0.35877862595419846,-1.5038167938931297,0.48091603053435117,0.2563210792654924,-0.10554368145436337,0,0,-1,0,0
1665052663.0131001,-0.012939453125,0.00439453125,0.92529296875,0.4732824427480916,-1.717557251908397,0.3053435114503817,0.272088509982651,0.8011725986681248,0,0,-1,0,0
1665052663.1131096,-0.001708984375,0.0078125,0.922119140625,0.31297709923664124,-1.4045801526717556,0.4732824427480916,0.48541644924123084,0.10618363879125665,0,0,-1,0,0
1665052663.2128518,-0.001953125,0.005126953125,0.923583984375,0.35877862595419846,-1.3969465648854962,0.3969465648854962,0.31805348151945073,0.12116269909671076,0,0,-1,0,0
1665052663.3129148,0.009033203125,0.01171875,0.923095703125,0.3511450381679389,-1.5267175572519085,0.44274809160305345,0.727299136653686,-0.5606203077482202,0,0,-1,0,0
1665052663.4130642,0.014404296875,0.01025390625,0.93212890625,0.4122137404580153,-1.6106870229007633,0.4198473282442748,0.6301829332247088,-0.885274352507142,0,0,-1,0,0
1665052663.5135233,0.010009765625,0.010986328125,0.925537109375,0.366412213740458,-1.4580152671755726,0.48854961832061067,0.6800417406686977,-0.6195911145897831,0,0,-1,0,0
1665052663.613302,0.002685546875,0.00634765625,0.93701171875,0.3053435114503817,-1.5114503816793894,0.5114503816793893,0.38813479978101995,-0.16420984569082964,0,0,-1,0,0
1665052663.7132275,-0.000244140625,0.01123046875,0.933837890625,0.2900763358778626,-1.6488549618320612,0.4961832061068702,0.6890140438297044,0.014978205324575635,0,0,-1,0,0
1665052663.8132007,-0.00537109375,0.009033203125,0.9326171875,0.4198473282442748,-1.4885496183206106,0.4198473282442748,0.5549325649049494,0.32995656850688293,0,0,-1,0,0
1665052663.9138737,0.00927734375,0.008056640625,0.932861328125,0.4122137404580153,-1.5190839694656488,0.3511450381679389,0.4947972332701722,-0.5697688197681853,0,0,-1,0,0
1665052664.0133183,-0.003173828125,0.011474609375,0.9375,0.48854961832061067,-1.5114503816793894,0.48091603053435117,0.7012374343000222,0.19395481858646949,0,0,-1,0,0
1665052664.1130207,0.015380859375,0.0087890625,0.9189453125,0.46564885496183206,-1.4580152671755726,0.4351145038167939,0.5479001964309761,-0.9588554871800398,0,0,-1,0,0
1665052664.2130022,0.000732421875,0.008544921875,0.9267578125,0.5572519083969466,-1.6259541984732824,0.3893129770992366,0.5282652352129169,-0.045279240495905856,0,0,-1,0,0
1665052664.3134618,0.014404296875,0.008544921875,0.9267578125,0.4122137404580153,-1.4427480916030535,0.4732824427480916,0.5282016075471377,-0.890420224817802,0,0,-1,0,0
1665052664.413257,-0.00244140625,0.0107421875,0.9326171875,0.40458015267175573,-1.4961832061068703,0.4961832061068702,0.6599199427651881,0.14997866039332253,0,0,-1,0,0
1665052664.5132396,-0.014404296875,0.009033203125,0.93212890625,0.45038167938931295,-1.4732824427480915,0.4122137404580153,0.555166168265799,0.8852863436419188,0,0,-1,0,0
1665052664.6132784,-0.00146484375,0.01025390625,0.931396484375,0.31297709923664124,-1.5114503816793894,0.37404580152671757,0.6307529619432343,0.09010578309449897,0,0,-1,0,0
1665052664.7135408,0.001220703125,0.0029296875,0.924072265625,0.3435114503816794,-1.5114503816793894,0.35877862595419846,0.1816503172100101,-0.07568752738916729,0,0,-1,0,0
1665052664.8143718,0.013916015625,0.0087890625,0.933349609375,0.45038167938931295,-1.5038167938931297,0.4961832061068702,0.5394606048347161,-0.8541649769229112,0,0,-1,0,0
1665052664.9134285,0.005859375,0.00732421875,0.928955078125,0.31297709923664124,-1.5038167938931297,0.42748091603053434,0.4517223602602094,-0.3613765404338904,0,0,-1,0,0
1665052665.0131888,-0.001708984375,0.00390625,0.935302734375,0.4351145038167939,-1.282442748091603,0.35877862595419846,0.23929146746218974,0.10468977092478234,0,0,-1,0,0
1665052665.1129403,0.004150390625,0.00439453125,0.925537109375,0.366412213740458,-1.5572519083969465,0.35877862595419846,0.27204059934478214,-0.25692712843295046,0,0,-1,0,0
1665052665.2133546,0.00439453125,0.008056640625,0.92333984375,0.22900763358778625,-1.6488549618320612,0.6183206106870229,0.49991838423566026,-0.2726803245371996,0,0,-1,0,0
1665052665.313471,0.003173828125,0.00830078125,0.927490234375,0.4122137404580153,-1.465648854961832,0.48854961832061067,0.5127646985517494,-0.19605485611354903,0,0,-1,0,0
1665052665.4133518,-0.001708984375,0.00341796875,0.923095703125,0.48091603053435117,-1.4580152671755726,0.4351145038167939,0.21214913322445264,0.10607438482686414,0,0,-1,0,0
1665052665.513377,0.014892578125,0.00390625,0.931884765625,0.2366412213740458,-1.4274809160305344,0.33587786259541985,0.24013886879920576,-0.9155657211596754,0,0,-1,0,0
1665052665.613164,0.00830078125,0.006103515625,0.9296875,0.33587786259541985,-1.534351145038168,0.37404580152671757,0.3761336187691767,-0.5115448432751898,0,0,-1,0,0
1665052665.7135453,0.00048828125,0.00390625,0.9384765625,0.4732824427480916,-1.3740458015267176,0.45038167938931295,0.23848258430170996,-0.02981023830643558,0,0,-1,0,0
1665052665.8133416,-0.01220703125,0.004150390625,0.93310546875,0.366412213740458,-1.4961832061068703,0.5801526717557252,0.25482430448830445,0.7495021532487045,0,0,-1,0,0
1665052665.9133503,0.00390625,0.005615234375,0.937255859375,0.3969465648854962,-1.4885496183206106,0.4198473282442748,0.3432601504280464,-0.2387889326798606,0,0,-1,0,0
1665052666.0137947,-0.0048828125,0.008544921875,0.9267578125,0.3893129770992366,-1.702290076335878,0.46564885496183206,0.5282580686211931,0.3018588732802752,0,0,-1,0,0
1665052666.1135502,0.004150390625,0.00732421875,0.931396484375,0.37404580152671757,-1.366412213740458,0.32061068702290074,0.4505428288265899,-0.2553058167583449,0,0,-1,0,0
1665052666.2165253,0.0029296875,0.0087890625,0.9267578125,0.31297709923664124,-1.4885496183206106,0.4351145038167939,0.5433550901754994,-0.18111595026067462,0,0,-1,0,0
1665052666.3164854,0.003173828125,0.005859375,0.932861328125,0.3969465648854962,-1.5725190839694656,0.42748091603053434,0.3598724593271681,-0.1949300098306218,0,0,-1,0,0
1665052666.4167874,0.002685546875,0.001220703125,0.923828125,0.3511450381679389,-1.4122137404580153,0.3969465648854962,0.07570758995777103,-0.16655688402033528,0,0,-1,0,0
1665052666.5165749,-0.000732421875,0.0126953125,0.93212890625,0.3053435114503817,-1.4580152671755726,0.20610687022900764,0.780302622951373,0.04501607207291877,0,0,-1,0,0
1665052666.6168668,0.014892578125,0.005859375,0.927734375,0.3435114503816794,-1.5801526717557253,0.33587786259541985,0.3618166562295197,-0.9196507106686284,0,0,-1,0,0
1665052666.663687,0.001708984375,0.004638671875,0.928466796875,-0.3282442748091603,-1.534351145038168,0.9083969465648855,0.28625004188485215,-0.10546016257867104,0,0,-1,100.0,100.0
1665052666.7005043,-0.025146484375,0.29736328125,0.89306640625,13.183206106870228,-7.00763358778626,-9.290076335877863,18.40934675388888,1.5303176630286246,0,-5,-1,100.0,100.0
1665052666.7168486,0.042724609375,0.31884765625,0.763671875,-1.5954198473282444,-0.015267175572519083,-7.755725190839694,22.62965901641182,-2.955390573884885,0,-5,-1,100.0,100.0
1665052666.7343776,0.019287109375,0.2763671875,0.91748046875,-3.5114503816793894,1.9770992366412214,-5.793893129770993,16.760069765373792,-1.153119976894345,-3,-35,-1,100.0,100.0
1665052666.7514002,-0.04931640625,0.23046875,1.00390625,-2.885496183206107,-5.076335877862595,-7.068702290076335,12.914420736901748,2.7411725534450007,-11,-113,-1,100.0,100.0
1665052666.76839,-0.06982421875,0.128662109375,0.8251953125,-2.427480916030534,-3.595419847328244,-3.6106870229007635,8.830984894068212,4.77911404029552,-15,-260,-1,100.0,100.0
1665052666.7853584,0.09326171875,0.041748046875,0.937255859375,-4.419847328244275,-1.2442748091603053,-3.33587786259542,2.537914624960436,-5.676923584159713,-17,-381,-1,100.0,100.0
1665052666.8023744,0.037109375,0.087158203125,0.92138671875,-1.0305343511450382,2.6564885496183206,-3.366412213740458,5.399439763424104,-2.296134486967072,-18,-491,-1,100.0,100.0
1665052666.8167572,-0.013671875,0.029052734375,0.892822265625,-2.2748091603053435,1.6946564885496183,-4.641221374045801,1.8635478088362896,0.8768432893936432,-18,-491,-1,100.0,100.0
1665052666.8365264,-0.067138671875,-0.078125,0.956298828125,14.511450381679388,1.2366412213740459,-2.145038167938931,-4.658999571236704,4.002671897075893,-21,-620,-1,100.0,100.0
1665052666.8534436,-0.00341796875,-0.055908203125,0.894287109375,8.610687022900763,-5.267175572519084,-3.7099236641221376,-3.5772821202357803,0.21855694053482463,-21,-764,-1,100.0,100.0
1665052666.8705232,0.0341796875,0.07421875,0.891357421875,4.030534351145038,-1.6564885496183206,-5.465648854961832,4.756265988800584,-2.188402885391418,-24,-902,-1,100.0,100.0
1665052666.8874886,0.107177734375,0.086669921875,0.875732421875,-0.6106870229007634,0.26717557251908397,-3.0076335877862594,5.610479732782114,-6.943933924759707,-27,-993,-1,100.0,100.0
1665052666.9043784,0.043212890625,0.093505859375,0.883056640625,-9.816793893129772,3.572519083969466,-2.7709923664122136,6.037289803134576,-2.7860166918426668,-32,-1012,-1,100.0,100.0
1665052666.9167826,-0.086181640625,0.033203125,0.99169921875,-10.335877862595419,-5.8396946564885495,-1.3129770992366412,1.9104112810637028,4.963929808510233,-32,-1012,-1,100.0,100.0
1665052666.9383547,0.055908203125,0.053955078125,0.864501953125,-14.106870229007633,-1.1068702290076335,-2.0381679389312977,3.5638719264157093,-3.693056681342731,-28,-1246,-1,100.0,100.0
1665052666.955382,-0.0087890625,-0.047119140625,0.9931640625,0.7404580152671756,-1.534351145038168,-0.2366412213740458,-2.71616711174758,0.5064594208243134,-28,-1394,-1,100.0,100.0
1665052666.9723222,0.025390625,-0.093017578125,0.897705078125,2.236641221374046,-0.8931297709923665,-4.572519083969466,-5.913362210186669,-1.6114945005916672,-35,-1531,-1,100.0,100.0
1665052666.9894156,0.031982421875,0.008056640625,0.925048828125,7.480916030534351,-0.8931297709923665,-4.8320610687022905,0.4987025496268181,-1.9800671131038825,-36,-1677,-1,100.0,100.0
1665052667.0064168,-0.0537109375,0.015869140625,0.933349609375,0.3511450381679389,-2.0839694656488548,-2.2442748091603053,0.972460725993564,3.2930602304405374,-39,-1797,-1,100.0,100.0
1665052667.0168378,-0.00390625,0.0068359375,0.831298828125,3.16793893129771,-4.656488549618321,-2.404580152671756,0.47113890065019315,0.2692201856387318,-39,-1797,-1,100.0,100.0
1665052667.0404627,-0.04541015625,-0.072265625,0.9404296875,-0.7251908396946565,-7.083969465648855,-0.6870229007633588,-4.38906177931435,2.7563580149966196,-38,-2055,-1,100.0,100.0
1665052667.0574937,0.1142578125,-0.089599609375,1.01708984375,2.122137404580153,6.541984732824427,-3.9160305343511452,-5.003114361062763,-6.385096480704827,-33,-2182,-1,100.0,100.0
1665052667.074398,-0.0224609375,-0.049560546875,0.915771484375,1.83206106870229,5.251908396946565,-5.442748091603053,-3.0968331963555595,1.4029478372082478,-32,-2295,-1,100.0,100.0
1665052667.0914054,-0.107666015625,0.007568359375,0.982666015625,1.6946564885496183,-5.564885496183206,-2.4427480916030535,0.43865059887443286,6.252499967934977,-33,-2435,-1,100.0,100.0
1665052667.1084018,0.06689453125,0.025390625,0.987060546875,0.022900763358778626,-1.0687022900763359,-2.854961832061069,1.4701506411179777,-3.875811729647444,-33,-2577,-1,100.0,100.0
1665052667.1253817,0.005615234375,0.003662109375,0.940185546875,1.4427480916030535,2.2748091603053435,-4.129770992366412,0.22316723415884943,-0.3421909280827359,-36,-2774,-1,100.0,100.0
1665052667.1424494,0.020263671875,-0.153076171875,1.0146484375,-0.1297709923664122,4.152671755725191,-2.2595419847328246,-8.577612969973133,-1.1313103062365013,-42,-2918,-1,100.0,100.0
1665052667.1594396,-0.0986328125,-0.130126953125,0.821044921875,2.900763358778626,2.5572519083969465,-0.8091603053435115,-8.942622844707266,6.766504346693733,-44,-3043,-1,100.0,100.0
1665052667.176663,-0.010009765625,0.01708984375,0.937255859375,-4.870229007633588,-2.068702290076336,-3.0763358778625953,1.0445510636707225,0.6117862153760066,-45,-3176,-1,100.0,100.0
1665052667.1934557,-0.05224609375,-0.022216796875,0.89990234375,2.450381679389313,-8.358778625954198,-4.152671755725191,-1.4118549394114013,3.32171078716444,-43,-3316,-1,100.0,100.0
1665052667.2105517,0.01806640625,0.052001953125,0.79345703125,-5.633587786259542,-6.572519083969466,-7.320610687022901,3.7487458252021684,-1.301564109140406,-37,-3453,-1,100.0,100.0
1665052667.2275062,0.125732421875,0.048828125,0.939453125,2.3587786259541983,0.08396946564885496,-7.7251908396946565,2.949026665206654,-7.612770632284842,-36,-3581,-1,100.0,100.0
1665052667.2454884,-0.015625,-0.057373046875,1.0185546875,2.66412213740458,-6.00763358778626,-6.145038167938932,-3.223565683963462,0.8774784707464934,-45,-3715,-1,100.0,100.0
1665052667.2625144,-0.05810546875,-0.031494140625,0.9052734375,6.732824427480916,-0.3816793893129771,-4.343511450381679,-1.9884077788961865,3.670308639551488,-59,-3857,-1,100.0,100.0
1665052667.2783334,0.03759765625,0.087158203125,1.041015625,-0.42748091603053434,-1.2671755725190839,-4.854961832061068,4.782777876925257,-2.0612084356818015,-62,-3983,-1,100.0,100.0
1665052667.295285,0.019287109375,0.1201171875,0.865966796875,-1.0534351145038168,1.1068702290076335,-4.67175572519084,7.89510432681606,-1.2638043281940616,-63,-4126,-1,100.0,100.0
1665052667.3124087,-0.111572265625,-0.02880859375,0.821044921875,-2.3740458015267176,-9.557251908396946,-4.679389312977099,-1.9912672362199273,7.733853016800603,-65,-4269,-1,100.0,100.0
1665052667.3292384,-0.013427734375,-0.022216796875,1.03466796875,-1.7557251908396947,-8.458015267175572,-2.045801526717557,-1.2299849045719147,0.7433612271758303,-67,-4327,-1,100.0,100.0
1665052667.3464892,0.147216796875,-0.052001953125,0.896484375,1.3053435114503817,-3.572519083969466,-4.229007633587786,-3.2760289214679292,-9.310257223141425,-75,-4379,-1,100.0,100.0
1665052667.3610747,0.02099609375,0.034423828125,0.950927734375,0.7786259541984732,0.5725190839694656,-4.633587786259542,2.072711893465409,-1.2640340666139438,-75,-4447,-1,100.0,100.0
1665052667.3790298,0.0048828125,0.043212890625,0.894287109375,0.37404580152671757,-1.6412213740458015,-2.450381679389313,2.7663991559708454,-0.3124675862661628,-79,-4525,-1,100.0,100.0
1665052667.3945558,-0.053466796875,0.01171875,0.972900390625,2.931297709923664,-6.778625954198473,-2.6412213740458017,0.6890643345353971,3.1453598484783316,-84,-4581,-1,100.0,100.0
1665052667.411577,-0.03662109375,0.00390625,0.79736328125,0.08396946564885496,-6.549618320610687,-2.732824427480916,0.2803918647828624,2.629586278980611,-88,-4618,-1,100.0,100.0
1665052667.4285138,0.0478515625,-0.017333984375,1.05712890625,2.0381679389312977,0.16793893129770993,-1.6870229007633588,-0.9384470476023721,-2.5914101435841914,-94,-4730,-1,100.0,100.0
1665052667.4454987,0.009765625,-0.045654296875,0.9169921875,2.885496183206107,0.816793893129771,-0.05343511450381679,-2.8500706072366615,-0.6094008788684288,-91,-4867,-1,100.0,100.0
1665052667.4624407,0.037109375,0.012451171875,0.96337890625,-2.1908396946564888,-2.5877862595419847,0.6030534351145038,0.7399282705655982,-2.205759928026296,-91,-4991,-1,100.0,100.0
1665052667.4794803,0.109130859375,0.045166015625,0.89794921875,1.1450381679389312,3.4656488549618323,-1.4580152671755726,2.8585000956771975,-6.920706035986268,-90,-5091,-1,100.0,100.0
1665052667.4964879,0.040283203125,0.06005859375,0.94873046875,-4.305343511450381,2.8244274809160306,-4.183206106870229,3.618976155050001,-2.4264736108890768,-87,-5127,-1,100.0,100.0
1665052667.5135188,-0.021484375,-0.0361328125,0.9306640625,-3.7557251908396947,-4.114503816793893,-2.1068702290076335,-2.222786808084027,1.3214426683049378,-86,-5277,-1,100.0,100.0
1665052667.5305648,-0.02587890625,-0.04638671875,0.9404296875,-0.3053435114503817,-2.816793893129771,-6.290076335877862,-2.8227603753771633,1.5743642861881568,-87,-5302,-1,100.0,100.0
1665052667.547535,0.007080078125,-0.00341796875,0.896484375,11.603053435114504,-3.4122137404580153,-0.5190839694656488,-0.21844009053259292,-0.4524866520057664,-87,-5431,-1,100.0,100.0
1665052667.5644665,-0.07275390625,0.0400390625,0.89306640625,3.2290076335877864,0.7938931297709924,-3.9618320610687023,2.5585718107588544,4.652678952938285,-96,-5441,-1,100.0,100.0
1665052667.5814512,0.018798828125,0.098388671875,0.8779296875,-1.6564885496183206,3.564885496183206,-1.816793893129771,6.3929444779441775,-1.2190397560910289,-96,-5557,-1,100.0,100.0
1665052667.5984735,-0.077880859375,0.029296875,0.908203125,-4.656488549618321,-8.969465648854962,-2.3893129770992365,1.8408589376074314,4.89874099736499,-96,-5596,-1,100.0,100.0
1665052667.6136596,0.0634765625,-0.04443359375,0.953369140625,-0.03816793893129771,4.183206106870229,-3.648854961832061,-2.6625618356744516,-3.8050873244063608,-96,-5596,-1,100.0,100.0
1665052667.6315408,0.029052734375,0.026611328125,0.930908203125,-1.7328244274809161,5.32824427480916,-6.206106870229007,1.6366385762673112,-1.7868355527417956,-100,-5607,-1,100.0,100.0
1665052667.6485043,-0.048583984375,-0.009033203125,0.986328125,-3.114503816793893,-0.21374045801526717,-5.305343511450381,-0.5240885286672367,2.8198453256098155,-108,-5651,-1,100.0,100.0
1665052667.665468,0.075927734375,-0.0673828125,0.798828125,0.5877862595419847,-5.534351145038168,-1.2213740458015268,-4.800071905285469,-5.410489365471624,-112,-5669,-1,100.0,100.0
1665052667.682445,-0.07568359375,-0.044677734375,1.04541015625,-2.7786259541984735,-7.557251908396947,-1.7786259541984732,-2.4407826079711503,4.137002372912635,-112,-5797,-1,100.0,100.0
1665052667.6994479,0.05615234375,0.00048828125,0.832275390625,4.793893129770993,-0.8015267175572519,-2.0229007633587788,0.033538170422539045,-3.8598081632939776,-115,-5853,-1,100.0,100.0
1665052667.7136624,-0.011474609375,-0.03173828125,0.83349609375,3.633587786259542,-0.19083969465648856,-2.801526717557252,-2.1804773679818688,0.7881610149753406,-115,-5853,-1,100.0,100.0
1665052667.7334983,-0.118896484375,0.01611328125,0.94091796875,0.5343511450381679,-4.526717557251908,-2.5267175572519083,0.9733593085966313,7.200807456556133,-124,-6145,-1,100.0,100.0
